Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
Sh2-188;HII;01:30:33.0;+58:24:50;Cas;9.00;4.00;;;;;;;;;;;;;;;;;;;;;LBN 619;Dolphin Nebula;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-199;HII;02:51:48.0;+60:24:36;Cas;150.00;75.00;;;;;;;;;;;;;;;;;;;;;LBN 667;Soul Nebula;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-190;HII;02:32:48.0;+61:27:00;Cas;60.00;30.00;;;;;;;;;;;;;;;;;;;;;IC1805;Heart Nebula;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-206;HII;04:03:48.0;+51:19:00;Cam;150.00;120.00;;;;;;;;;;;;;;;;;;;;;LBN 706;;;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-216;HII;04:44:48.0;+46:49:00;Per;100.00;100.00;;;;;;;;;;;;;;;;;;;;;LBN 741;;;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-224;HII;05:26:48.0;+42:54:00;Aur;150.00;120.00;;;;;;;;;;;;;;;;;;;;;LBN 787;;;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-235;HII;05:40:54.0;+35:51:18;Aur;14.00;14.00;;;;;;;;;;;;;;;;;;;;;LBN 821;;;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-236;HII;05:22:00.0;+33:24:00;Aur;200.00;160.00;;;;;;;;;;;;;;;;;;;;;LBN 798;Flaming Star region;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-240;HII;05:39:00.0;+28:00:00;Tau;180.00;180.00;;;;;;;;;;;;;;;;;;;;;Simeis 147;Spaghetti Nebula;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-245;HII;05:36:18.0;+09:56:00;Ori;30.00;30.00;;;;;;;;;;;;;;;;;;;;;LBN 860;Lambda Orionis Ring;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-252;HII;06:09:06.0;+20:29:12;Gem;30.00;30.00;;;;;;;;;;;;;;;;;;;;;LBN 892;Monkey Head Nebula;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-261;HII;06:18:42.0;+15:37:00;Ori;30.00;20.00;;;;;;;;;;;;;;;;;;;;;LBN 904;Lower's Nebula;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-264;HII;05:35:00.0;-01:00:00;Ori;300.00;300.00;;;;;;;;;;;;;;;;;;;;;LBN 911;Angelfish Nebula;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-274;HII;07:08:14.0;-10:38:48;Mon;13.00;13.00;;;;;;;;;;;;;;;;;;;;;PK 219+31.1;Medusa Nebula;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-276;HII;05:40:54.0;-01:54:36;Ori;60.00;60.00;;;;;;;;;;;;;;;;;;;;;LBN 942;Barnard's Loop;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-278;HII;05:33:54.0;-04:48:00;Ori;45.00;45.00;;;;;;;;;;;;;;;;;;;;;LBN 934;Flame + Horsehead region;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-281;HII;05:35:16.0;-05:23:24;Ori;66.00;60.00;;;;;;;;;;;;;;;;;;NGC1976;;;;;;Orion Nebula;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-282;HII;06:35:24.0;+00:56:00;Mon;8.00;8.00;;;;;;;;;;;;;;;;;;;;;LBN 948;;;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-296;HII;07:03:06.0;-11:33:00;CMa;120.00;120.00;;;;;;;;;;;;;;;;;;;;;LBN 1040;Seagull Nebula;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-302;HII;07:29:18.0;-16:54:24;CMa;10.00;10.00;;;;;;;;;;;;;;;;;;;;;LBN 1065;;;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
Sh2-308;HII;06:54:13.0;-23:55:42;CMa;40.00;32.00;;;;;;;;;;;;;;;;;;;;;LBN 1052;Dolphin Head Nebula;;;Type:99|RA:99|Dec:99|Const:99|MajAx:99
