Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
Sh2-18;HII;18:19:24.00;-13:14:00.0;Sct;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-19;HII;18:21:36.00;-07:11:00.0;Sct;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-20;HII;18:22:24.00;-07:42:00.0;Sct;40;;;;;;;;;;;;;;;;;;;;;;;
Sh2-21;HII;18:23:00.00;-04:00:00.0;Sct;20;;;;;;;;;;;;;;;;;;;;;;;
Sh2-22;HII;18:23:24.00;-04:43:00.0;Sct;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-23;HII;18:17:30.00;-16:09:00.0;Sct;18;;;;;;;;;;;;;;;;;;;;;;;
Sh2-24;HII;18:10:54.00;-17:44:00.0;Sgr;25;;;;;;;;;;;;;;;;;;;;;;;
Sh2-25;HII;18:21:00.00;-10:15:00.0;Sct;22;;;;;;;;;;;;;;;;;;;;;;;
Sh2-26;HII;18:27:54.00;-09:27:00.0;Sct;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-27;HII;18:28:48.00;-10:17:00.0;Sct;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-28;HII;18:38:24.00;-01:19:00.0;Ser;18;;;;;;;;;;;;;;;;;;;;;;;
Sh2-29;HII;18:44:54.00;+01:49:00.0;Aql;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-30;HII;18:45:18.00;+03:20:00.0;Aql;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-31;HII;18:45:42.00;+04:02:00.0;Aql;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-32;HII;18:47:54.00;-01:15:00.0;Sct;8;;;;;;;;;;;;;;;;;;;;;;;
Sh2-33;HII;18:49:06.00;+02:18:00.0;Aql;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-34;HII;18:51:00.00;+01:48:00.0;Aql;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-35;HII;19:01:42.00;+09:22:00.0;Aql;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-36;HII;19:03:00.00;+16:28:00.0;Aql;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-37;HII;19:12:48.00;+18:42:00.0;Aql;22;;;;;;;;;;;;;;;;;;;;;;;
Sh2-38;HII;19:22:48.00;+22:14:00.0;Aql;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-39;HII;19:27:36.00;+18:04:00.0;Aql;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-40;HII;19:31:30.00;+19:48:00.0;Aql;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-41;HII;19:31:30.00;+20:20:00.0;Aql;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-42;HII;19:34:18.00;+21:15:00.0;Aql;30;;;;;;;;;;;;;;;;;;;;;;;
Sh2-43;HII;19:36:12.00;+20:38:00.0;Aql;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-44;HII;19:42:00.00;+21:48:00.0;Aql;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-45;HII;19:44:36.00;+23:04:00.0;Aql;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-46;HII;19:56:00.00;+23:50:00.0;Vul;20;;;;;;;;;;;;;;;;;;;;;;;
Sh2-47;HII;19:58:30.00;+26:51:00.0;Vul;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-48;HII;20:01:36.00;+28:24:00.0;Vul;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-49;HII;20:06:30.00;+30:26:00.0;Vul;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-50;HII;20:08:18.00;+31:09:00.0;Vul;22;;;;;;;;;;;;;;;;;;;;;;;
Sh2-51;HII;20:12:30.00;+32:04:00.0;Vul;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-52;HII;20:14:42.00;+33:22:00.0;Vul;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-53;HII;20:20:54.00;+35:54:00.0;Vul;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-54;HII;20:28:06.00;+37:31:00.0;Cyg;18;;;;;;;;;;;;;;;;;;;;;;;
Sh2-55;HII;20:33:00.00;+38:17:00.0;Cyg;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-56;HII;20:41:54.00;+38:34:00.0;Cyg;30;;;;;;;;;;;;;;;;;;;;;;;
Sh2-57;HII;20:45:42.00;+39:38:00.0;Cyg;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-58;HII;20:47:00.00;+39:12:00.0;Cyg;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-59;HII;20:53:54.00;+40:44:00.0;Cyg;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-60;HII;20:56:00.00;+40:38:00.0;Cyg;18;;;;;;;;;;;;;;;;;;;;;;;
Sh2-61;HII;20:11:30.00;+33:27:00.0;Vul;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-62;HII;20:18:54.00;+35:24:00.0;Vul;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-63;HII;20:24:30.00;+34:52:00.0;Vul;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-64;HII;20:46:42.00;+38:22:00.0;Cyg;8;;;;;;;;;;;;;;;;;;;;;;;
Sh2-65;HII;20:51:24.00;+38:03:00.0;Cyg;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-66;HII;20:54:30.00;+39:12:00.0;Cyg;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-67;HII;20:55:18.00;+39:40:00.0;Cyg;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-68;HII;21:00:48.00;+42:12:00.0;Cyg;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-69;HII;21:03:00.00;+43:47:00.0;Cyg;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-70;HII;21:05:48.00;+44:52:00.0;Cyg;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-71;HII;21:11:12.00;+47:25:00.0;Cyg;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-72;HII;21:13:18.00;+48:12:00.0;Cyg;22;;;;;;;;;;;;;;;;;;;;;;;
Sh2-73;HII;21:17:00.00;+49:53:00.0;Cyg;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-74;HII;21:17:42.00;+50:47:00.0;Cyg;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-75;HII;21:21:00.00;+51:49:00.0;Cyg;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-76;HII;21:14:00.00;+46:37:00.0;Cyg;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-77;HII;21:21:48.00;+50:13:00.0;Cyg;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-78;HII;21:24:18.00;+50:32:00.0;Cyg;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-79;HII;21:25:30.00;+51:38:00.0;Cyg;8;;;;;;;;;;;;;;;;;;;;;;;
Sh2-80;HII;21:28:06.00;+53:21:00.0;Cyg;18;;;;;;;;;;;;;;;;;;;;;;;
Sh2-81;HII;21:31:24.00;+51:47:00.0;Cyg;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-82;HII;21:32:30.00;+52:14:00.0;Cyg;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-83;HII;21:34:48.00;+52:28:00.0;Cyg;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-84;HII;21:37:12.00;+54:34:00.0;Cyg;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-85;HII;21:41:42.00;+55:01:00.0;Cyg;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-86;HII;21:44:36.00;+56:28:00.0;Cyg;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-87;HII;21:46:00.00;+55:02:00.0;Cyg;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-88;HII;21:51:54.00;+57:48:00.0;Cyg;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-89;HII;21:57:06.00;+59:04:00.0;Cyg;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-90;HII;21:55:48.00;+56:38:00.0;Cyg;20;;;;;;;;;;;;;;;;;;;;;;;
Sh2-91;HII;22:04:36.00;+60:53:00.0;Cep;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-92;HII;22:10:30.00;+60:15:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-93;HII;22:12:12.00;+60:38:00.0;Cep;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-94;HII;22:14:18.00;+62:04:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-95;HII;22:12:24.00;+60:30:00.0;Cep;22;;;;;;;;;;;;;;;;;;;;;;;
Sh2-96;HII;22:19:06.00;+60:23:00.0;Cep;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-97;HII;22:21:12.00;+62:37:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-98;HII;22:22:24.00;+61:57:00.0;Cep;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-99;HII;22:25:30.00;+63:09:00.0;Cep;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-100;HII;22:22:18.00;+60:12:00.0;Cep;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-101;HII;22:29:00.00;+59:52:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-102;HII;22:33:12.00;+60:12:00.0;Cep;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-103;HII;22:43:48.00;+60:00:00.0;Cep;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-104;HII;22:41:00.00;+60:22:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-105;HII;22:44:48.00;+58:54:00.0;Cep;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-106;HII;19:59:51.00;+37:22:00.0;Cyg;3;;;;;;;;;;;;;;;;;;;;;;;
Sh2-107;HII;23:05:18.00;+60:38:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-108;HII;22:53:24.00;+58:48:00.0;Cep;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-109;HII;23:00:18.00;+60:49:00.0;Cep;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-110;HII;23:06:00.00;+60:54:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-111;HII;23:12:18.00;+60:12:00.0;Cep;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-112;HII;23:18:36.00;+61:34:00.0;Cep;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-113;HII;23:25:12.00;+61:49:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-114;HII;23:26:06.00;+60:38:00.0;Cep;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-115;HII;23:20:48.00;+58:12:00.0;Cep;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-116;HII;23:29:24.00;+61:24:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-117;HII;23:37:24.00;+61:44:00.0;Cep;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-118;HII;23:44:36.00;+63:49:00.0;Cep;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-119;HII;23:48:06.00;+65:36:00.0;Cep;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-120;HII;23:52:24.00;+66:37:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-121;HII;00:02:54.00;+67:49:00.0;Cep;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-122;HII;00:11:12.00;+64:04:00.0;Cas;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-123;HII;00:27:30.00;+62:38:00.0;Cas;20;;;;;;;;;;;;;;;;;;;;;;;
Sh2-124;HII;00:29:48.00;+62:24:00.0;Cas;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-125;HII;00:47:36.00;+63:49:00.0;Cas;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-126;HII;00:51:42.00;+64:24:00.0;Cas;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-127;HII;00:54:30.00;+63:49:00.0;Cas;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-128;HII;01:02:48.00;+64:21:00.0;Cas;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-129;HII;01:16:30.00;+64:24:00.0;Cas;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-130;HII;01:25:42.00;+63:49:00.0;Cas;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-131;HII;01:31:12.00;+63:38:00.0;Cas;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-132;HII;01:38:18.00;+62:24:00.0;Cas;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-133;HII;01:52:24.00;+62:21:00.0;Cas;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-134;HII;02:03:24.00;+60:22:00.0;Cas;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-135;HII;02:19:12.00;+59:49:00.0;Cas;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-136;HII;02:22:36.00;+61:49:00.0;Cas;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-137;HII;02:28:18.00;+62:12:00.0;Cas;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-138;HII;02:31:12.00;+60:37:00.0;Cas;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-139;HII;02:38:36.00;+60:37:00.0;Cas;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-140;HII;02:46:42.00;+62:24:00.0;Cas;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-141;HII;02:51:42.00;+62:49:00.0;Cas;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-142;HII;03:05:24.00;+63:49:00.0;Cas;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-143;HII;03:07:48.00;+63:21:00.0;Cas;20;;;;;;;;;;;;;;;;;;;;;;;
Sh2-144;HII;03:09:00.00;+63:33:00.0;Cas;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-145;HII;03:13:30.00;+63:04:00.0;Cas;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-146;HII;03:15:00.00;+64:30:00.0;Cas;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-147;HII;03:16:00.00;+63:49:00.0;Cas;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-148;HII;03:26:18.00;+64:12:00.0;Cas;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-149;HII;03:34:06.00;+63:49:00.0;Cas;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-150;HII;03:37:42.00;+63:49:00.0;Cas;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-151;HII;03:58:00.00;+60:28:00.0;Per;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-152;HII;04:04:12.00;+60:26:00.0;Per;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-153;HII;04:12:36.00;+62:22:00.0;Cam;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-154;HII;04:18:18.00;+62:09:00.0;Cam;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-155;HII;04:21:12.00;+60:37:00.0;Cam;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-156;HII;04:34:30.00;+63:49:00.0;Cam;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-157;HII;04:43:24.00;+64:12:00.0;Cam;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-158;HII;23:13:42.00;+61:30:00.0;Cep;35;;;;;;;;;;;;;;;;;;;;;;;
Sh2-159;HII;04:51:24.00;+64:37:00.0;Cam;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-160;HII;05:03:12.00;+64:49:00.0;Cam;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-161;HII;05:11:36.00;+65:12:00.0;Cam;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-162;HII;05:17:42.00;+65:37:00.0;Cam;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-163;HII;05:25:06.00;+66:12:00.0;Cam;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-164;HII;04:32:24.00;+51:49:00.0;Per;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-165;HII;04:37:06.00;+52:49:00.0;Per;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-166;HII;04:43:12.00;+53:37:00.0;Per;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-167;HII;04:47:54.00;+55:12:00.0;Cam;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-168;HII;04:57:06.00;+56:49:00.0;Cam;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-169;HII;05:04:42.00;+58:37:00.0;Cam;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-170;HII;05:16:30.00;+59:37:00.0;Cam;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-171;HII;05:43:06.00;+60:12:00.0;Cam;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-172;HII;05:59:36.00;+60:37:00.0;Cam;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-173;HII;05:32:06.00;+35:46:00.0;Aur;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-174;HII;05:13:36.00;+34:37:00.0;Aur;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-175;HII;06:11:24.00;+17:22:00.0;Gem;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-176;HII;06:15:36.00;+22:37:00.0;Aur;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-177;HII;06:18:42.00;+22:04:00.0;Aur;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-178;HII;05:49:48.00;+35:49:00.0;Aur;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-179;HII;05:58:36.00;+38:44:00.0;Aur;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-180;HII;06:08:24.00;+35:37:00.0;Aur;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-181;HII;06:14:00.00;+23:12:00.0;Aur;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-182;HII;06:21:00.00;+19:49:00.0;Gem;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-183;HII;06:22:18.00;+22:37:00.0;Aur;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-184;HII;06:24:30.00;+25:22:00.0;Aur;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-185;HII;06:33:24.00;+16:37:00.0;Gem;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-186;HII;06:36:42.00;+20:37:00.0;Gem;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-187;HII;06:41:18.00;+13:22:00.0;Mon;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-188;HII;06:44:12.00;+20:37:00.0;Gem;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-189;HII;06:46:06.00;+25:37:00.0;Gem;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-190;HII;07:05:06.00;+15:04:00.0;Mon;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-191;HII;06:49:30.00;+29:37:00.0;Gem;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-192;HII;06:54:36.00;+22:49:00.0;Gem;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-193;HII;06:55:24.00;+26:37:00.0;Gem;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-194;HII;06:57:00.00;+29:37:00.0;Gem;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-195;HII;07:00:30.00;+27:37:00.0;Gem;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-196;HII;07:02:18.00;+14:22:00.0;Mon;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-197;HII;07:04:30.00;+17:37:00.0;Mon;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-198;HII;07:11:36.00;+10:12:00.0;Mon;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-199;HII;07:19:24.00;+14:37:00.0;Mon;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-200;HII;07:17:36.00;+03:12:00.0;Mon;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-201;HII;07:18:00.00;+12:12:00.0;CMi;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-202;HII;07:10:18.00;+15:12:00.0;Mon;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-203;HII;07:25:42.00;+10:12:00.0;Mon;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-204;HII;07:31:00.00;+24:28:00.0;Gem;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-205;HII;07:30:18.00;+29:37:00.0;Gem;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-206;HII;07:34:12.00;+29:37:00.0;Gem;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-207;HII;07:38:36.00;+31:22:00.0;Gem;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-208;HII;07:42:00.00;+26:37:00.0;Gem;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-209;HII;07:57:36.00;+22:49:00.0;Mon;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-210;HII;07:59:30.00;+16:22:00.0;CMi;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-211;HII;08:05:36.00;+24:37:00.0;Mon;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-212;HII;08:10:12.00;+20:37:00.0;CMi;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-213;HII;08:27:06.00;+39:04:00.0;Cnc;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-214;HII;07:49:54.00;+23:22:00.0;Mon;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-215;HII;08:36:24.00;+34:37:00.0;Cnc;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-216;HII;08:44:12.00;+39:37:00.0;Cnc;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-217;HII;08:47:36.00;+37:12:00.0;Cnc;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-218;HII;09:02:18.00;+39:22:00.0;Cnc;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-219;HII;18:58:24.00;+10:05:00.0;Aql;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-220;HII;18:56:24.00;+05:04:00.0;Ser;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-221;HII;19:00:24.00;+04:47:00.0;Ser;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-222;HII;19:02:36.00;+08:14:00.0;Aql;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-223;HII;19:06:36.00;+13:47:00.0;Aql;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-224;HII;19:09:06.00;+13:57:00.0;Aql;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-225;HII;19:14:18.00;+11:12:00.0;Aql;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-226;HII;19:17:30.00;+13:37:00.0;Aql;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-227;HII;19:19:00.00;+16:37:00.0;Aql;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-228;HII;19:21:30.00;+11:12:00.0;Aql;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-229;HII;19:23:48.00;+14:37:00.0;Aql;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-230;HII;19:25:24.00;+13:12:00.0;Aql;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-231;HII;19:30:18.00;+08:37:00.0;Aql;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-232;HII;05:26:12.00;+33:50:00.0;Aur;20;;;;;;;;;;;;;;;;;;;;;;;
Sh2-233;HII;06:09:42.00;+21:47:00.0;Ori;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-234;HII;06:14:00.00;+14:47:00.0;Ori;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-235;HII;06:16:54.00;+16:37:00.0;Ori;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-236;HII;06:21:42.00;+17:37:00.0;Ori;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-237;HII;06:23:18.00;+12:37:00.0;Ori;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-238;HII;06:27:00.00;+12:37:00.0;Ori;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-239;HII;06:32:06.00;+17:37:00.0;Ori;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-240;HII;06:32:54.00;+05:12:00.0;Ori;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-241;HII;06:35:18.00;+10:37:00.0;Ori;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-242;HII;06:38:06.00;+08:37:00.0;Mon;14;;;;;;;;;;;;;;;;;;;;;;;
