# XISF Shell Extension – IAU constellation data
# Boundaries: Roman (1987) / Delporte (1930), J2000.0 epoch
# B record: raLow_hrs,raHigh_hrs,decLow_deg,abbrev
# N record: abbrev,fullname

B,9.1833,10.1667,48.0000,LMi
B,21.9167,23.5833,48.0000,And
B,19.6833,20.0000,45.5000,Cyg
B,1.9000,2.5333,46.0000,Per
B,0.0000,1.0000,44.0000,And
B,13.0000,14.0000,44.0000,CVn
B,20.9333,21.7333,44.0000,Cyg
B,17.5000,17.8833,45.0000,Her
B,10.1667,10.7833,43.5000,LMi
B,5.0667,6.1000,44.0000,Aur
B,14.0000,15.6667,40.0000,Boo
B,1.0000,1.6667,43.0000,And
B,2.5333,3.5833,43.5000,Per
B,20.0000,20.5333,40.0000,Cyg
B,3.5833,4.5000,40.5000,Per
B,10.7833,11.0000,40.0000,LMi
B,17.8833,18.1667,37.5000,Her
B,11.0000,12.0000,40.0000,LMi
B,18.1667,18.8667,37.5000,Lyr
B,7.6833,8.0000,40.0000,Lyn
B,20.5333,20.9333,36.7500,Cyg
B,19.4000,19.9167,36.0000,Lyr
B,6.1000,6.5000,36.0000,Aur
B,21.7333,21.9167,36.0000,Lac
B,8.0000,9.1833,36.0000,Lyn
B,0.0000,0.0667,36.0000,And
B,12.0000,13.5000,36.0000,CVn
B,15.6667,15.7500,36.0000,CrB
B,22.8667,23.5833,36.0000,And
B,4.5000,5.5000,36.0000,Per
B,13.5000,14.0833,36.0000,Boo
B,15.7500,16.3333,36.0000,CrB
B,20.9333,21.7333,36.0000,Lac
B,19.9167,20.0000,36.0000,Cyg
B,16.3333,17.2500,33.0000,Her
B,0.0667,1.0000,35.0000,And
B,23.5833,24.0000,35.0000,And
B,1.0000,1.6500,34.5000,Tri
B,5.5000,6.1000,33.0000,Aur
B,6.5000,7.2167,33.0000,Gem
B,9.1833,10.1667,33.0000,LMi
B,18.8667,19.4000,32.0000,Lyr
B,14.0833,14.9667,32.0000,Boo
B,6.1000,6.5000,30.0000,Gem
B,1.6500,1.9000,28.5000,Tri
B,5.1667,5.5000,28.0000,Aur
B,17.2500,18.1667,30.0000,Her
B,20.0000,20.5333,29.0000,Cyg
B,7.2167,7.8833,28.0000,Gem
B,0.0000,0.0667,28.0000,And
B,22.8667,23.5833,28.0000,And
B,23.5833,24.0000,28.0000,And
B,1.9000,2.1167,28.0000,Tri
B,10.1667,12.0000,28.0000,LMi
B,12.0000,12.3333,28.0000,Com
B,20.5333,20.9333,28.0000,Cyg
B,5.0333,5.1667,25.0000,Tau
B,7.8833,8.0000,28.0000,Gem
B,14.9667,15.7500,28.0000,Boo
B,2.1167,2.4833,25.0000,Tri
B,20.9333,21.7333,25.0000,Vul
B,19.2500,20.0000,24.0000,Vul
B,12.3333,13.2500,25.0000,Com
B,18.1667,18.8667,25.5000,Her
B,8.0000,8.0833,24.0000,Cnc
B,0.0000,0.7333,22.0000,And
B,0.7333,1.3833,22.0000,Psc
B,5.0333,5.5000,22.8333,Tau
B,4.0000,4.5000,22.0000,Per
B,6.5000,7.2167,22.0000,Gem
B,15.7500,16.3333,22.0000,Ser
B,18.8667,19.2500,21.5000,Vul
B,21.7333,22.0000,20.0000,Vul
B,3.2833,4.0000,22.0000,Per
B,16.3333,17.2500,20.0000,Her
B,22.0000,22.8667,20.0000,Peg
B,5.5000,5.7667,20.0000,Ori
B,7.2167,7.8833,20.0000,Gem
B,2.4833,3.2833,20.0000,Ari
B,13.2500,15.0000,20.0000,Boo
B,0.0000,0.7333,15.0000,Peg
B,8.0833,9.1833,20.0000,Cnc
B,17.2500,18.1667,18.2500,Oph
B,4.5000,5.0333,18.0000,Tau
B,22.8667,24.0000,15.0000,Peg
B,7.8833,8.0833,15.0000,Cnc
B,1.3833,2.4833,15.0000,Psc
B,9.1833,10.0000,16.0000,Leo
B,10.0000,10.1667,16.0000,Leo
B,15.0000,15.4333,15.0000,Ser
B,10.1667,11.0000,16.0000,Leo
B,11.0000,11.9333,16.0000,Leo
B,5.7667,6.5000,15.0000,Ori
B,18.1667,18.5000,16.0000,Her
B,12.0000,13.2500,15.0000,Com
B,15.4333,16.0833,15.0000,Ser
B,3.2833,4.5000,10.0000,Ari
B,4.5000,4.7667,10.0000,Tau
B,20.0000,21.3333,10.0000,Del
B,21.3333,21.7333,11.0000,Peg
B,6.5000,7.0000,10.0000,Mon
B,19.8333,20.0000,10.5000,Sge
B,16.0833,16.3333,10.5000,Her
B,18.5000,18.8667,12.0000,Her
B,11.9333,12.0000,10.0000,Leo
B,7.0000,7.8167,10.0000,CMi
B,9.1833,9.5833,10.0000,Leo
B,21.7333,22.0000,10.0000,Peg
B,0.0000,1.3833,10.0000,Psc
B,4.7667,5.0333,10.0000,Tau
B,16.3333,17.2500,10.0000,Oph
B,13.2500,13.5833,10.0000,Boo
B,22.0000,24.0000,10.0000,Peg
B,18.8667,19.0000,5.0000,Aql
B,5.0333,5.8333,5.0000,Ori
B,7.8167,8.0833,5.0000,CMi
B,15.0000,16.0833,5.0000,Ser
B,19.0000,19.8333,5.0000,Sge
B,13.5833,15.0000,5.0000,Boo
B,1.3833,2.0000,2.0000,Psc
B,9.5833,10.0000,6.0000,Leo
B,17.8333,18.0000,2.0000,Oph
B,19.8333,20.0000,2.0000,Aql
B,20.0000,20.5333,2.0000,Del
B,8.0833,9.1833,0.0000,Hya
B,10.0000,11.0000,0.0000,Sex
B,11.0000,11.9333,0.0000,Leo
B,2.0000,3.2833,0.0000,Psc
B,5.8333,6.2500,0.0000,Ori
B,6.2500,7.0000,0.0000,Mon
B,17.2500,17.8333,0.0000,Oph
B,4.5000,5.0333,0.0000,Tau
B,20.5333,21.3333,0.0000,Equ
B,21.3333,22.0000,0.0000,Peg
B,22.0000,24.0000,0.0000,Psc
B,0.0000,1.3833,0.0000,Psc
B,11.9333,12.8333,0.0000,Vir
B,14.2500,14.6667,0.0000,Ser
B,16.0833,16.7500,-2.0000,Oph
B,12.8333,13.5000,-2.0000,Vir
B,3.2833,4.5000,-2.0000,Cet
B,15.0000,16.0833,-4.0000,Ser
B,18.0000,18.5000,-4.0000,Ser
B,18.5000,19.0000,-5.0000,Aql
B,13.5000,14.2500,-5.0000,Vir
B,14.6667,15.0000,-4.0000,Ser
B,7.0000,8.0833,-5.0000,Mon
B,16.7500,17.2500,-5.0000,Oph
B,19.0000,20.0000,-5.0000,Aql
B,20.0000,20.8667,-5.0000,Aqr
B,4.5000,5.0333,-5.0000,Eri
B,5.0333,5.8333,-5.0000,Ori
B,5.8333,6.2500,-5.0000,Ori
B,6.2500,7.0000,-5.0000,Mon
B,9.1833,9.5833,-5.0000,Hya
B,10.0000,11.0000,-5.0000,Sex
B,0.0000,2.0000,-10.0000,Cet
B,2.0000,3.2833,-10.0000,Cet
B,14.2500,14.6667,-10.0000,Vir
B,8.0833,9.1833,-10.0000,Hya
B,11.0000,11.9333,-10.0000,Vir
B,11.9333,12.8333,-10.0000,Vir
B,17.2500,18.0000,-10.0000,Oph
B,12.8333,14.2500,-10.0000,Vir
B,22.0000,24.0000,-10.0000,Aqr
B,20.8667,22.0000,-10.0000,Aqr
B,9.5833,10.0000,-10.0000,Hya
B,5.8333,6.2500,-10.0000,Ori
B,5.0333,5.8333,-10.0000,Ori
B,4.5000,5.0333,-11.0000,Eri
B,14.6667,15.0000,-10.0000,Lib
B,15.0000,16.0833,-10.0000,Lib
B,6.2500,7.0000,-10.0000,Mon
B,16.0833,16.7500,-14.0000,Sco
B,16.7500,17.2500,-15.0000,Oph
B,7.0000,8.0833,-15.0000,Mon
B,18.0000,18.5000,-12.0000,Ser
B,18.5000,20.0000,-12.0000,Aql
B,20.0000,20.8667,-15.0000,Aqr
B,10.0000,11.0000,-15.0000,Hya
B,0.0000,2.0000,-20.0000,Cet
B,3.2833,4.5000,-15.0000,Eri
B,8.0833,9.1833,-15.0000,Hya
B,5.0333,6.2500,-15.0000,Lep
B,9.1833,10.0000,-15.0000,Hya
B,11.0000,11.9333,-15.0000,Crt
B,2.0000,3.2833,-20.0000,Cet
B,15.0000,16.0833,-20.0000,Lib
B,11.9333,12.8333,-20.0000,Crv
B,12.8333,14.2500,-20.0000,Vir
B,6.2500,7.0833,-20.0000,CMa
B,16.0833,16.7500,-20.0000,Sco
B,17.2500,18.0000,-20.0000,Sgr
B,18.0000,18.5000,-20.0000,Sct
B,14.2500,15.0000,-20.0000,Lib
B,20.8667,22.0000,-20.0000,Aqr
B,22.0000,24.0000,-20.0000,Aqr
B,18.5000,20.0000,-20.0000,Sgr
B,7.0833,8.0833,-20.0000,Pup
B,10.0000,11.0000,-20.0000,Hya
B,16.7500,17.2500,-25.0000,Oph
B,0.0000,2.0000,-25.0000,Cet
B,5.0333,6.2500,-25.0000,Lep
B,4.5000,5.0333,-25.0000,Eri
B,3.2833,3.5000,-25.0000,For
B,3.5000,4.5000,-25.0000,Eri
B,20.0000,20.8667,-25.0000,Cap
B,8.0833,9.1833,-25.0000,Hya
B,9.1833,10.0000,-25.0000,Hya
B,11.0000,11.9333,-25.0000,Hya
B,2.0000,3.2833,-30.0000,For
B,6.2500,7.0833,-30.0000,CMa
B,11.9333,14.2500,-25.0000,Hya
B,14.2500,15.0000,-25.0000,Lib
B,15.0000,16.0833,-25.0000,Sco
B,16.0833,16.7500,-25.0000,Sco
B,17.2500,18.0000,-30.0000,Sgr
B,10.0000,11.0000,-30.0000,Hya
B,18.0000,20.0000,-30.0000,Sgr
B,7.0833,8.0833,-30.0000,Pup
B,20.0000,20.8667,-28.0000,Cap
B,20.8667,22.0000,-25.0000,PsA
B,22.0000,24.0000,-28.0000,Aqr
B,3.2833,3.5000,-35.0000,For
B,4.5000,5.0333,-35.0000,Eri
B,5.0333,6.2500,-35.0000,Col
B,0.0000,2.0000,-30.0000,Scl
B,3.5000,4.5000,-35.0000,Eri
B,7.0833,8.0833,-35.0000,Pup
B,8.0833,11.0000,-35.0000,Hya
B,20.8667,22.0000,-30.0000,PsA
B,22.0000,24.0000,-30.0000,Scl
B,14.2500,15.0000,-30.0000,Lup
B,15.0000,16.0833,-30.0000,Sco
B,16.0833,17.2500,-30.0000,Sco
B,20.0000,20.8667,-33.0000,Cap
B,11.0000,11.9333,-35.0000,Hya
B,2.0000,3.2833,-40.0000,For
B,3.2833,3.5000,-40.0000,Eri
B,3.5000,5.0333,-40.0000,Eri
B,6.2500,7.0833,-40.0000,Pup
B,5.0333,6.2500,-40.0000,Col
B,14.2500,15.0000,-40.0000,Lup
B,15.0000,16.0833,-40.0000,Lup
B,16.0833,17.2500,-40.0000,Sco
B,17.2500,18.0000,-40.0000,CrA
B,11.9333,14.2500,-40.0000,Cen
B,18.0000,20.0000,-40.0000,Sgr
B,20.0000,22.0000,-40.0000,Mic
B,7.0833,8.0833,-40.0000,Pup
B,0.0000,2.0000,-40.0000,Scl
B,22.0000,24.0000,-40.0000,Scl
B,8.0833,11.0000,-45.0000,Vel
B,3.5000,6.2500,-50.0000,Cae
B,6.2500,7.0833,-50.0000,Pup
B,0.0000,2.3333,-50.0000,Phe
B,2.3333,3.5000,-50.0000,Eri
B,7.0833,8.0833,-50.0000,Vel
B,11.0000,11.9333,-50.0000,Cen
B,11.9333,14.2500,-50.0000,Cen
B,14.2500,15.0000,-50.0000,Lup
B,15.0000,16.0833,-50.0000,Nor
B,16.0833,17.2500,-50.0000,Sco
B,17.2500,18.0000,-50.0000,CrA
B,18.0000,20.0000,-50.0000,Tel
B,20.0000,22.0000,-50.0000,Gru
B,22.0000,24.0000,-50.0000,Phe
B,0.0000,2.3333,-60.0000,Phe
B,2.3333,5.0000,-60.0000,Hor
B,5.0000,6.5833,-60.0000,Pic
B,6.5833,8.0833,-60.0000,Vel
B,8.0833,11.0000,-60.0000,Vel
B,11.0000,12.8333,-60.0000,Cen
B,12.8333,14.5333,-60.0000,Cen
B,14.5333,15.3333,-60.0000,Lup
B,15.3333,16.4333,-60.0000,Nor
B,16.4333,17.8333,-60.0000,Ara
B,17.8333,19.1667,-60.0000,Tel
B,19.1667,20.5000,-60.0000,Ind
B,20.5000,22.0000,-60.0000,Gru
B,22.0000,24.0000,-60.0000,Phe
B,0.0000,1.3333,-70.0000,Tuc
B,1.3333,3.5000,-70.0000,Hor
B,3.5000,5.5833,-70.0000,Dor
B,5.5833,8.3333,-70.0000,Pic
B,8.3333,11.0000,-70.0000,Car
B,11.0000,12.8333,-70.0000,Cen
B,12.8333,14.5333,-70.0000,Cir
B,14.5333,16.4333,-70.0000,Nor
B,16.4333,17.8333,-70.0000,Ara
B,17.8333,19.1667,-70.0000,Pav
B,19.1667,22.0000,-70.0000,Ind
B,22.0000,24.0000,-70.0000,Tuc
B,0.0000,3.5000,-80.0000,Hyi
B,3.5000,6.5833,-80.0000,Dor
B,6.5833,8.3333,-80.0000,Vol
B,8.3333,11.0000,-80.0000,Car
B,11.0000,13.6667,-80.0000,Mus
B,13.6667,17.5000,-80.0000,TrA
B,17.5000,21.3333,-80.0000,Pav
B,21.3333,24.0000,-80.0000,Tuc
B,0.0000,24.0000,-90.0000,Oct

N,And,Andromeda
N,Ant,Antlia
N,Aps,Apus
N,Aqr,Aquarius
N,Aql,Aquila
N,Ara,Ara
N,Ari,Aries
N,Aur,Auriga
N,Boo,Bootes
N,Cae,Caelum
N,Cam,Camelopardalis
N,Cnc,Cancer
N,CVn,Canes Venatici
N,CMa,Canis Major
N,CMi,Canis Minor
N,Cap,Capricornus
N,Car,Carina
N,Cas,Cassiopeia
N,Cen,Centaurus
N,Cep,Cepheus
N,Cet,Cetus
N,Cha,Chamaeleon
N,Cir,Circinus
N,Col,Columba
N,Com,Coma Berenices
N,CrA,Corona Australis
N,CrB,Corona Borealis
N,Crv,Corvus
N,Crt,Crater
N,Cru,Crux
N,Cyg,Cygnus
N,Del,Delphinus
N,Dor,Dorado
N,Dra,Draco
N,Equ,Equuleus
N,Eri,Eridanus
N,For,Fornax
N,Gem,Gemini
N,Gru,Grus
N,Her,Hercules
N,Hor,Horologium
N,Hya,Hydra
N,Hyi,Hydrus
N,Ind,Indus
N,Lac,Lacerta
N,Leo,Leo
N,LMi,Leo Minor
N,Lep,Lepus
N,Lib,Libra
N,Lup,Lupus
N,Lyn,Lynx
N,Lyr,Lyra
N,Men,Mensa
N,Mic,Microscopium
N,Mon,Monoceros
N,Mus,Musca
N,Nor,Norma
N,Oct,Octans
N,Oph,Ophiuchus
N,Ori,Orion
N,Pav,Pavo
N,Peg,Pegasus
N,Per,Perseus
N,Phe,Phoenix
N,Pic,Pictor
N,Psc,Pisces
N,PsA,Piscis Austrinus
N,Pup,Puppis
N,Pyx,Pyxis
N,Ret,Reticulum
N,Sge,Sagitta
N,Sgr,Sagittarius
N,Sco,Scorpius
N,Scl,Sculptor
N,Sct,Scutum
N,Ser,Serpens
N,Sex,Sextans
N,Tau,Taurus
N,Tel,Telescopium
N,Tri,Triangulum
N,TrA,Triangulum Australe
N,Tuc,Tucana
N,UMa,Ursa Major
N,UMi,Ursa Minor
N,Vel,Vela
N,Vir,Virgo
N,Vol,Volans
N,Vul,Vulpecula
